time,feed_pressure
2024 10 07 21:20:23,9.38025
2024 10 07 21:21:23,9.467625
2024 10 07 21:22:23,9.520125
2024 10 07 21:23:23,9.558
2024 10 07 21:24:23,9.592125
2024 10 07 21:25:23,9.60375
2024 10 07 21:26:23,9.60375
2024 10 07 21:27:23,9.60375
2024 10 07 21:28:23,9.60375
2024 10 07 21:29:23,9.60375
2024 10 07 21:30:23,9.60375
2024 10 07 21:31:23,9.444375
2024 10 07 21:32:23,9.307125
2024 10 07 21:33:23,9.185625
2024 10 07 21:34:23,9.084375
2024 10 07 21:35:23,8.983125
2024 10 07 21:36:23,9.04125
2024 10 07 21:37:23,9.07725
2024 10 07 21:38:23,9.0975
2024 10 07 21:39:23,9.0975
2024 10 07 21:40:23,9.139125
2024 10 07 21:41:23,9.17925
2024 10 07 21:42:23,9.234
2024 10 07 21:43:23,9.30975
2024 10 07 21:44:23,9.39
2024 10 07 21:45:23,9.45225
2024 10 07 21:46:23,9.361125
2024 10 07 21:47:23,9.41025
2024 10 07 21:48:23,9.438375
2024 10 07 21:49:23,9.462
2024 10 07 21:50:23,9.462
2024 10 07 21:51:23,9.616875
2024 10 07 21:52:23,9.616875
2024 10 07 21:53:23,9.616875
2024 10 07 21:54:23,9.616875
2024 10 07 21:55:23,9.4545
2024 10 07 21:56:23,9.330375
2024 10 07 21:57:23,9.2145
2024 10 07 21:58:23,9.113625
2024 10 07 21:59:23,9.016875
2024 10 07 22:00:23,9.09675
2024 10 07 22:01:23,9.1575
2024 10 07 22:02:23,9.229125
2024 10 07 22:03:23,9.2955
2024 10 07 22:04:23,9.375375
2024 10 07 22:05:23,9.46425
2024 10 07 22:06:23,9.534
2024 10 07 22:07:23,9.584625
2024 10 07 22:08:23,9.6255
2024 10 07 22:09:23,9.64875
2024 10 07 22:10:23,9.64875
2024 10 07 22:11:23,9.64875
2024 10 07 22:12:23,9.64875
2024 10 07 22:13:23,9.64875
2024 10 07 22:14:23,9.64875
2024 10 07 22:15:23,9.64875
2024 10 07 22:16:23,9.64875
2024 10 07 22:17:23,9.64875
2024 10 07 22:18:23,9.64875
2024 10 07 22:19:23,9.64875
2024 10 07 22:20:23,9.48075
2024 10 07 22:21:23,9.338625
2024 10 07 22:22:23,9.207375
2024 10 07 22:23:23,9.094125
2024 10 07 22:24:23,8.9955
2024 10 07 22:25:23,9.084
2024 10 07 22:26:23,9.162375
2024 10 07 22:27:23,9.239625
2024 10 07 22:28:23,9.322875
2024 10 07 22:29:23,9.39
2024 10 07 22:30:23,9.4575
2024 10 07 22:31:23,9.50925
2024 10 07 22:32:23,9.55125
2024 10 07 22:33:23,9.56925
2024 10 07 22:34:23,9.58875
2024 10 07 22:35:23,9.58875
2024 10 07 22:36:23,9.58875
2024 10 07 22:37:23,9.58875
2024 10 07 22:38:23,9.58875
2024 10 07 22:39:23,9.43425
2024 10 07 22:40:23,9.295125
2024 10 07 22:41:23,9.172125
2024 10 07 22:42:23,9.049125
2024 10 07 22:43:23,8.926125
2024 10 07 22:44:23,8.957625
2024 10 07 22:45:23,8.97375
2024 10 07 22:46:23,8.989875
2024 10 07 22:47:23,9.01575
2024 10 07 22:48:23,9.0555
2024 10 07 22:49:23,9.12
2024 10 07 22:50:23,9.196875
2024 10 07 22:51:23,9.271125
2024 10 07 22:52:23,9.35775
2024 10 07 22:53:23,9.442125
2024 10 07 22:54:23,9.52425
2024 10 07 22:55:23,9.594
2024 10 07 22:56:23,9.65025
2024 10 07 22:57:23,9.684375
2024 10 07 22:58:23,9.706875
2024 10 07 22:59:23,9.706875
2024 10 07 23:00:24,9.706875
2024 10 07 23:01:24,9.706875
2024 10 07 23:02:24,9.706875
2024 10 07 23:03:24,9.706875
2024 10 07 23:04:24,9.550125
2024 10 07 23:05:24,9.399
2024 10 07 23:06:24,9.27525
2024 10 07 23:07:24,9.1785
2024 10 07 23:08:24,9.081375
2024 10 07 23:09:24,9.160125
2024 10 07 23:10:24,9.2475
2024 10 07 23:11:24,9.327375
2024 10 07 23:12:24,9.38775
2024 10 07 23:13:24,9.471
2024 10 07 23:14:24,9.538875
2024 10 07 23:15:24,9.5925
2024 10 07 23:16:24,9.62625
2024 10 07 23:17:24,9.6525
2024 10 07 23:18:24,9.65625
2024 10 07 23:19:24,9.65625
2024 10 07 23:20:24,9.65625
2024 10 07 23:21:24,9.65625
2024 10 07 23:22:24,9.65625
2024 10 07 23:23:24,9.65625
2024 10 07 23:24:24,9.65625
2024 10 07 23:25:24,9.65625
2024 10 07 23:26:24,9.495375
2024 10 07 23:27:24,9.34575
2024 10 07 23:28:24,9.19875
2024 10 07 23:29:24,9.082875
2024 10 07 23:30:24,8.971125
2024 10 07 23:31:24,9.0495
2024 10 07 23:32:24,9.119625
2024 10 07 23:33:24,9.20925
2024 10 07 23:34:24,9.277875
2024 10 07 23:35:24,9.358125
2024 10 07 23:36:24,9.4335
2024 10 07 23:37:24,9.525375
2024 10 07 23:38:24,9.615375
2024 10 07 23:39:24,9.69525
2024 10 07 23:40:24,9.759375
2024 10 07 23:41:24,9.799125
2024 10 07 23:42:24,9.819375
2024 10 07 23:43:24,9.819375
2024 10 07 23:44:24,9.819375
2024 10 07 23:45:24,9.819375
2024 10 07 23:46:24,9.620625
2024 10 07 23:47:24,9.44325
2024 10 07 23:48:24,9.265875
2024 10 07 23:49:24,9.0885
2024 10 07 23:50:24,8.911125
2024 10 07 23:51:24,8.9325
2024 10 07 23:52:24,8.9325
2024 10 07 23:53:24,8.958375
2024 10 07 23:54:24,8.995875
2024 10 07 23:55:24,9.045375
2024 10 07 23:56:24,9.12
2024 10 07 23:57:24,9.204
2024 10 07 23:58:24,9.282375
2024 10 07 23:59:24,9.361125
2024 10 08 00:00:24,9.440625
2024 10 08 00:01:24,9.51075
2024 10 08 00:02:24,9.596625
2024 10 08 00:03:24,9.66225
2024 10 08 00:04:24,9.715875
2024 10 08 00:05:24,9.75675
2024 10 08 00:06:24,9.781875
2024 10 08 00:07:24,9.781875
2024 10 08 00:08:24,9.781875
2024 10 08 00:09:24,9.781875
2024 10 08 00:10:24,9.781875
2024 10 08 00:11:24,9.6045
2024 10 08 00:12:24,9.4335
2024 10 08 00:13:24,9.291375
2024 10 08 00:14:24,9.16575
2024 10 08 00:15:24,9.060375
2024 10 08 00:16:24,9.139875
2024 10 08 00:17:24,9.223875
2024 10 08 00:18:24,9.301125
2024 10 08 00:19:24,9.3765
2024 10 08 00:20:24,9.451125
2024 10 08 00:21:24,9.532875
2024 10 08 00:22:24,9.60375
2024 10 08 00:23:24,9.6525
2024 10 08 00:24:24,9.686625
2024 10 08 00:25:24,9.70125
2024 10 08 00:26:24,9.724125
2024 10 08 00:27:24,9.747
2024 10 08 00:28:24,9.769875
2024 10 08 00:29:24,9.79275
2024 10 08 00:30:24,9.815625
2024 10 08 00:31:24,9.815625
2024 10 08 00:32:24,9.815625
2024 10 08 00:33:24,9.815625
2024 10 08 00:34:24,9.6165
2024 10 08 00:35:24,9.43725
2024 10 08 00:36:24,9.27
2024 10 08 00:37:24,9.121125
2024 10 08 00:38:24,8.991
2024 10 08 00:39:24,9.080625
2024 10 08 00:40:24,9.171
2024 10 08 00:41:24,9.270375
2024 10 08 00:42:24,9.354
2024 10 08 00:43:24,9.436875
2024 10 08 00:44:24,9.515625
2024 10 08 00:45:24,9.585375
2024 10 08 00:46:24,9.637875
2024 10 08 00:47:24,9.68775
2024 10 08 00:48:24,9.719625
2024 10 08 00:49:24,9.735
2024 10 08 00:50:24,9.73875
2024 10 08 00:51:24,9.73875
2024 10 08 00:52:24,9.73875
2024 10 08 00:53:24,9.73875
2024 10 08 00:54:24,9.56175
2024 10 08 00:55:24,9.38475
2024 10 08 00:56:24,9.20775
2024 10 08 00:57:24,9.03075
2024 10 08 00:58:24,8.85375
2024 10 08 00:59:24,8.85375
2024 10 08 01:00:24,8.89125
2024 10 08 01:01:24,8.932875
2024 10 08 01:02:24,8.98275
2024 10 08 01:03:24,9.041625
2024 10 08 01:04:24,9.12225
2024 10 08 01:05:24,9.18675
2024 10 08 01:06:24,9.258375
2024 10 08 01:07:24,9.34275
2024 10 08 01:08:24,9.43125
2024 10 08 01:09:24,9.51825
2024 10 08 01:10:24,9.60525
2024 10 08 01:11:24,9.681
2024 10 08 01:12:24,9.73575
2024 10 08 01:13:24,9.777375
2024 10 08 01:14:24,9.79875
2024 10 08 01:15:24,9.79875
2024 10 08 01:16:24,9.79875
2024 10 08 01:17:24,9.79875
2024 10 08 01:18:24,9.79875
2024 10 08 01:19:24,9.62025
2024 10 08 01:20:24,9.460125
2024 10 08 01:21:24,9.31125
2024 10 08 01:22:24,9.177375
2024 10 08 01:23:24,9.077625
2024 10 08 01:24:24,9.170625
2024 10 08 01:25:24,9.2505
2024 10 08 01:26:24,9.339
2024 10 08 01:27:24,9.432
2024 10 08 01:28:24,9.502125
2024 10 08 01:29:24,9.568125
2024 10 08 01:30:24,9.635625
2024 10 08 01:31:24,9.68325
2024 10 08 01:32:24,9.711375
2024 10 08 01:33:24,9.72825
2024 10 08 01:34:24,9.735
2024 10 08 01:35:24,9.735
2024 10 08 01:36:24,9.735
2024 10 08 01:37:24,9.55125
2024 10 08 01:38:24,9.370875
2024 10 08 01:39:24,9.216375
2024 10 08 01:40:24,9.0795
2024 10 08 01:41:24,8.96625
2024 10 08 01:42:24,9.049875
2024 10 08 01:43:24,9.137625
2024 10 08 01:44:24,9.229125
2024 10 08 01:45:24,9.314625
2024 10 08 01:46:24,9.38175
2024 10 08 01:47:24,9.454875
2024 10 08 01:48:24,9.5325
2024 10 08 01:49:24,9.607125
2024 10 08 01:50:24,9.67125
2024 10 08 01:51:24,9.730125
2024 10 08 01:52:24,9.769875
2024 10 08 01:53:24,9.797625
2024 10 08 01:54:24,9.79875
2024 10 08 01:55:24,9.79875
2024 10 08 01:56:24,9.79875
2024 10 08 01:57:24,9.60075
2024 10 08 01:58:24,9.423
2024 10 08 01:59:24,9.256125
2024 10 08 02:00:24,9.109125
2024 10 08 02:01:24,8.96925
2024 10 08 02:02:24,9.05175
2024 10 08 02:03:24,9.127875
2024 10 08 02:04:24,9.2145
2024 10 08 02:05:24,9.29175
2024 10 08 02:06:24,9.374625
2024 10 08 02:07:24,9.454125
2024 10 08 02:08:24,9.540375
2024 10 08 02:09:24,9.62625
2024 10 08 02:10:24,9.712875
2024 10 08 02:11:24,9.78675
2024 10 08 02:12:24,9.839625
2024 10 08 02:13:24,9.871875
2024 10 08 02:14:24,9.883125
2024 10 08 02:15:24,9.883125
2024 10 08 02:16:24,9.883125
2024 10 08 02:17:24,9.883125
2024 10 08 02:18:24,9.682875
2024 10 08 02:19:24,9.501375
2024 10 08 02:20:24,9.339
2024 10 08 02:21:24,9.198
2024 10 08 02:22:24,9.075375
2024 10 08 02:23:24,9.166125
2024 10 08 02:24:24,9.259125
2024 10 08 02:25:24,9.351375
2024 10 08 02:26:24,9.432
2024 10 08 02:27:24,9.49425
2024 10 08 02:28:24,9.543375
2024 10 08 02:29:24,9.5715
2024 10 08 02:30:24,9.58125
2024 10 08 02:31:24,9.642
2024 10 08 02:32:24,9.675
2024 10 08 02:33:24,9.723
2024 10 08 02:34:24,9.78375
2024 10 08 02:35:24,9.8445
2024 10 08 02:36:24,9.8445
2024 10 08 02:37:24,9.87225
2024 10 08 02:38:24,9.885
2024 10 08 02:39:24,9.885
2024 10 08 02:40:24,9.67575
2024 10 08 02:41:24,9.474
2024 10 08 02:42:24,9.29625
2024 10 08 02:43:24,9.127125
2024 10 08 02:44:24,8.977875
2024 10 08 02:45:24,9.055125
2024 10 08 02:46:24,9.138
2024 10 08 02:47:24,9.217125
2024 10 08 02:48:24,9.295875
2024 10 08 02:49:24,9.37725
2024 10 08 02:50:24,9.44925
2024 10 08 02:51:25,9.525
2024 10 08 02:52:25,9.604125
2024 10 08 02:53:25,9.67875
2024 10 08 02:54:25,9.730875
2024 10 08 02:55:25,9.775125
2024 10 08 02:56:25,9.8025
2024 10 08 02:57:25,9.80625
2024 10 08 02:58:25,9.80625
2024 10 08 02:59:25,9.80625
2024 10 08 03:00:25,9.6075
2024 10 08 03:01:25,9.436125
2024 10 08 03:02:25,9.26475
2024 10 08 03:03:25,9.093375
2024 10 08 03:04:25,8.922
2024 10 08 03:05:25,8.949375
2024 10 08 03:06:26,9.149625
2024 10 08 03:07:26,9.183
2024 10 08 03:08:26,9.21375
2024 10 08 03:09:26,9.264
2024 10 08 03:10:26,9.329625
2024 10 08 03:11:26,9.222
2024 10 08 03:12:26,9.292125
2024 10 08 03:13:26,9.378
2024 10 08 03:14:26,9.457125
2024 10 08 03:15:26,9.543375
2024 10 08 03:16:26,9.617625
2024 10 08 03:17:26,9.687375
2024 10 08 03:18:26,9.75975
2024 10 08 03:19:26,9.819375
2024 10 08 03:20:26,9.8565
2024 10 08 03:21:27,9.878625
2024 10 08 03:22:27,9.894375
2024 10 08 03:23:27,9.894375
2024 10 08 03:24:27,9.894375
2024 10 08 03:25:27,9.686625
2024 10 08 03:26:27,9.498375
2024 10 08 03:27:27,9.326625
2024 10 08 03:28:27,9.174375
2024 10 08 03:29:27,9.035625
2024 10 08 03:30:27,9.126375
2024 10 08 03:31:27,9.21375
2024 10 08 03:32:27,9.306375
2024 10 08 03:33:27,9.38925
2024 10 08 03:34:27,9.48
2024 10 08 03:35:27,9.559875
2024 10 08 03:36:27,9.623625
2024 10 08 03:37:27,9.665625
2024 10 08 03:38:27,9.697875
2024 10 08 03:39:27,9.70875
2024 10 08 03:40:27,9.708
2024 10 08 03:41:27,9.748875
2024 10 08 03:42:27,9.7965
2024 10 08 03:43:27,9.843
2024 10 08 03:44:27,9.890625
2024 10 08 03:45:27,9.939
2024 10 08 03:46:27,9.94575
2024 10 08 03:47:27,9.94575
2024 10 08 03:48:27,9.946875
2024 10 08 03:49:27,9.7215
2024 10 08 03:50:27,9.513375
2024 10 08 03:51:27,9.319125
2024 10 08 03:52:27,9.1425
2024 10 08 03:53:27,8.992875
2024 10 08 03:54:27,9.084
2024 10 08 03:55:27,9.169875
2024 10 08 03:56:27,9.267375
2024 10 08 03:57:27,9.352875
2024 10 08 03:58:27,9.442875
2024 10 08 03:59:27,9.525
2024 10 08 04:00:27,9.618375
2024 10 08 04:01:27,9.688875
2024 10 08 04:02:27,9.763875
2024 10 08 04:03:27,9.807375
2024 10 08 04:04:27,9.843375
2024 10 08 04:05:27,9.856125
2024 10 08 04:06:27,9.86625
2024 10 08 04:07:27,9.86625
2024 10 08 04:08:27,9.86625
2024 10 08 04:09:27,9.663
2024 10 08 04:10:27,9.483375
2024 10 08 04:11:27,9.323625
2024 10 08 04:12:27,9.17325
2024 10 08 04:13:27,9.033
2024 10 08 04:14:27,9.127875
2024 10 08 04:15:27,9.211125
2024 10 08 04:16:27,9.2865
2024 10 08 04:17:27,9.363
2024 10 08 04:18:27,9.448875
2024 10 08 04:19:27,9.52125
2024 10 08 04:20:27,9.591375
2024 10 08 04:21:28,9.6735
2024 10 08 04:22:28,9.7545
2024 10 08 04:23:28,9.816
2024 10 08 04:24:28,9.859125
2024 10 08 04:25:28,9.8925
2024 10 08 04:26:28,9.901875
2024 10 08 04:27:28,9.901875
2024 10 08 04:28:28,9.901875
2024 10 08 04:29:28,9.703125
2024 10 08 04:30:28,9.513
2024 10 08 04:31:28,9.348
2024 10 08 04:32:28,9.198375
2024 10 08 04:33:28,9.072
2024 10 08 04:34:28,9.16275
2024 10 08 04:35:28,9.2505
2024 10 08 04:36:28,9.33375
2024 10 08 04:37:28,9.41475
2024 10 08 04:38:28,9.4905
2024 10 08 04:39:28,9.558
2024 10 08 04:40:28,9.63375
2024 10 08 04:41:28,9.70575
2024 10 08 04:42:28,9.78525
2024 10 08 04:43:28,9.84675
2024 10 08 04:44:28,9.898125
2024 10 08 04:45:28,9.935625
2024 10 08 04:46:28,9.95625
2024 10 08 04:47:28,9.95625
2024 10 08 04:48:28,9.729375
2024 10 08 04:49:28,9.514875
2024 10 08 04:50:28,9.325125
2024 10 08 04:51:28,9.144
2024 10 08 04:52:28,8.989875
2024 10 08 04:53:28,9.08175
2024 10 08 04:54:28,9.169125
2024 10 08 04:55:28,9.257625
2024 10 08 04:56:28,9.34425
2024 10 08 04:57:28,9.439125
2024 10 08 04:58:28,9.513375
2024 10 08 04:59:28,9.613875
2024 10 08 05:00:28,9.69375
2024 10 08 05:01:28,9.781875
2024 10 08 05:02:28,9.84075
2024 10 08 05:03:28,9.901125
2024 10 08 05:04:28,9.927375
2024 10 08 05:05:28,9.948375
2024 10 08 05:06:28,9.954375
2024 10 08 05:07:28,9.954375
2024 10 08 05:08:28,9.731625
2024 10 08 05:09:28,9.526875
2024 10 08 05:10:28,9.34875
2024 10 08 05:11:28,9.1875
2024 10 08 05:12:28,9.02625
2024 10 08 05:13:28,9.08775
2024 10 08 05:14:28,9.13125
2024 10 08 05:15:28,9.148125
2024 10 08 05:16:28,9.148125
2024 10 08 05:17:28,9.201375
2024 10 08 05:18:28,9.250875
2024 10 08 05:19:29,9.321
2024 10 08 05:20:29,9.403125
2024 10 08 05:21:29,9.492
2024 10 08 05:22:29,9.54525
2024 10 08 05:23:29,9.609
2024 10 08 05:24:29,9.684375
2024 10 08 05:25:29,9.75675
2024 10 08 05:26:29,9.8475
2024 10 08 05:27:29,9.920625
2024 10 08 05:28:29,9.987
2024 10 08 05:29:29,10.021125
2024 10 08 05:30:29,10.04625
2024 10 08 05:31:29,10.04625
2024 10 08 05:32:29,9.805875
2024 10 08 05:33:29,9.57675
2024 10 08 05:34:29,9.36525
2024 10 08 05:35:29,9.177375
2024 10 08 05:36:29,9.012375
2024 10 08 05:37:29,9.10275
2024 10 08 05:38:29,9.1935
2024 10 08 05:39:29,9.287625
2024 10 08 05:40:29,9.379125
2024 10 08 05:41:29,9.45825
2024 10 08 05:42:29,9.547875
