time,feed_pressure
2024 10 07 18:08:00,9.4425
2024 10 07 18:09:00,9.153375
2024 10 07 18:10:00,8.91225
2024 10 07 18:11:00,8.688
2024 10 07 18:12:00,8.475
2024 10 07 18:13:00,8.271375
2024 10 07 18:14:00,8.39475
2024 10 07 18:15:00,8.482125
2024 10 07 18:16:00,8.569875
2024 10 07 18:17:00,8.668125
2024 10 07 18:18:00,8.7645
2024 10 07 18:19:00,8.856375
2024 10 07 18:20:00,8.943
2024 10 07 18:21:00,9.03
2024 10 07 18:22:00,9.111
2024 10 07 18:23:00,9.191625
2024 10 07 18:24:00,9.2445
2024 10 07 18:25:00,9.285
2024 10 07 18:26:00,9.307875
2024 10 07 18:27:00,9.315
2024 10 07 18:28:00,8.935125
2024 10 07 18:29:00,8.973375
2024 10 07 18:30:00,9.02775
2024 10 07 18:31:00,9.082125
2024 10 07 18:32:00,9.1365
2024 10 07 18:33:00,9.57075
2024 10 07 18:34:00,9.310875
2024 10 07 18:35:00,9.0465
2024 10 07 18:36:00,8.8125
2024 10 07 18:37:00,8.592
2024 10 07 18:38:00,8.4
2024 10 07 18:39:00,8.493
2024 10 07 18:40:00,8.583
2024 10 07 18:41:00,8.6685
2024 10 07 18:42:00,8.753625
2024 10 07 18:43:00,8.833125
2024 10 07 18:44:00,8.9025
2024 10 07 18:45:00,8.9925
2024 10 07 18:46:00,9.064125
2024 10 07 18:47:00,9.136875
2024 10 07 18:48:00,9.2025
2024 10 07 18:49:00,9.289875
2024 10 07 18:50:00,9.348
2024 10 07 18:51:00,9.398625
2024 10 07 18:52:00,9.435
2024 10 07 18:53:00,9.120375
2024 10 07 18:54:00,8.865
2024 10 07 18:55:00,8.631
2024 10 07 18:56:00,8.420625
2024 10 07 18:57:00,8.420625
2024 10 07 18:58:00,8.755875
2024 10 07 18:59:00,9.01125
2024 10 07 19:00:00,9.24525
2024 10 07 19:01:00,9.288
2024 10 07 19:02:00,9.14025
2024 10 07 19:03:00,8.986875
2024 10 07 19:04:00,8.854875
2024 10 07 19:05:00,8.742375
2024 10 07 19:06:00,8.806875
2024 10 07 19:07:00,8.865375
2024 10 07 19:08:00,8.94
2024 10 07 19:09:00,9.012375
2024 10 07 19:10:00,9.075375
2024 10 07 19:11:00,9.1545
2024 10 07 19:12:00,9.246
2024 10 07 19:13:00,9.337875
2024 10 07 19:14:00,9.423
2024 10 07 19:15:00,9.498
2024 10 07 19:16:00,9.5475
2024 10 07 19:17:00,9.57075
2024 10 07 19:18:00,9.30225
2024 10 07 19:19:00,9.051375
2024 10 07 19:20:00,8.821125
2024 10 07 19:21:00,8.6055
2024 10 07 19:22:00,8.409
2024 10 07 19:23:00,8.52075
2024 10 07 19:24:00,8.608875
2024 10 07 19:25:00,8.682375
2024 10 07 19:26:00,8.775375
2024 10 07 19:27:00,8.85975
2024 10 07 19:28:00,8.927625
2024 10 07 19:29:00,9.015375
2024 10 07 19:30:00,9.112125
2024 10 07 19:31:00,9.17475
2024 10 07 19:32:00,9.226875
2024 10 07 19:33:00,9.268125
2024 10 07 19:34:00,9.283125
2024 10 07 19:35:00,9.068625
2024 10 07 19:36:00,9.10275
2024 10 07 19:37:00,9.136125
2024 10 07 19:38:00,9.17025
2024 10 07 19:39:00,9.204375
2024 10 07 19:40:00,9.453
2024 10 07 19:41:00,9.081
2024 10 07 19:42:00,8.832375
2024 10 07 19:43:00,8.61075
2024 10 07 19:44:00,8.4015
2024 10 07 19:45:00,8.22675
2024 10 07 19:46:00,8.423625
2024 10 07 19:47:00,8.523
2024 10 07 19:48:00,8.6085
2024 10 07 19:49:00,8.695875
2024 10 07 19:50:00,8.782875
2024 10 07 19:51:00,8.88075
2024 10 07 19:52:00,8.965125
2024 10 07 19:53:00,9.04575
2024 10 07 19:54:00,9.14025
2024 10 07 19:55:00,9.208875
2024 10 07 19:56:00,9.29625
2024 10 07 19:57:00,9.38175
2024 10 07 19:58:00,9.457125
2024 10 07 19:59:00,9.504375
2024 10 07 20:00:00,9.543375
2024 10 07 20:01:00,9.232875
2024 10 07 20:02:00,8.98125
2024 10 07 20:03:00,8.740875
2024 10 07 20:04:00,8.740875
2024 10 07 20:05:00,8.740875
2024 10 07 20:06:00,9.061125
2024 10 07 20:07:00,9.31275
2024 10 07 20:08:00,9.553125
2024 10 07 20:09:00,9.553125
2024 10 07 20:10:00,9.35775
2024 10 07 20:11:00,9.193125
2024 10 07 20:12:00,9.0345
2024 10 07 20:13:00,8.887875
2024 10 07 20:14:00,8.76375
2024 10 07 20:15:00,8.85
2024 10 07 20:16:00,8.93325
2024 10 07 20:17:00,9.01575
2024 10 07 20:18:00,9.105
2024 10 07 20:19:00,9.1875
2024 10 07 20:20:00,9.26625
2024 10 07 20:21:00,9.33375
2024 10 07 20:22:00,9.406125
2024 10 07 20:23:00,9.45975
2024 10 07 20:24:00,9.497625
2024 10 07 20:25:00,9.52425
2024 10 07 20:26:00,9.261
2024 10 07 20:27:00,9.010125
2024 10 07 20:28:00,8.79075
2024 10 07 20:29:00,8.58075
2024 10 07 20:30:00,8.401125
2024 10 07 20:31:00,8.513625
2024 10 07 20:32:00,8.6235
2024 10 07 20:33:00,8.710125
2024 10 07 20:34:00,8.811
2024 10 07 20:35:00,8.89875
2024 10 07 20:36:00,8.983875
2024 10 07 20:37:00,9.07275
2024 10 07 20:38:00,9.168375
2024 10 07 20:39:00,9.24975
2024 10 07 20:40:00,9.324
2024 10 07 20:41:00,9.39225
2024 10 07 20:42:00,9.436875
2024 10 07 20:43:00,9.4665
2024 10 07 20:44:00,9.48675
2024 10 07 20:45:00,9.14175
2024 10 07 20:46:00,8.8995
2024 10 07 20:47:00,8.674875
2024 10 07 20:48:00,8.472375
2024 10 07 20:49:00,8.28525
2024 10 07 20:50:00,8.479125
2024 10 07 20:51:00,8.5815
2024 10 07 20:52:00,8.685
2024 10 07 20:53:00,8.7855
2024 10 07 20:54:00,8.87925
2024 10 07 20:55:00,8.95425
2024 10 07 20:56:00,9.0255
2024 10 07 20:57:00,9.1035
2024 10 07 20:58:00,9.16725
2024 10 07 20:59:00,9.243375
2024 10 07 21:00:00,9.327375
2024 10 07 21:01:00,9.412875
2024 10 07 21:02:00,9.472875
2024 10 07 21:03:00,9.528
2024 10 07 21:04:00,9.562125
2024 10 07 21:05:00,9.280125
2024 10 07 21:06:00,9.03
2024 10 07 21:07:00,8.8005
2024 10 07 21:08:00,8.601375
2024 10 07 21:09:00,8.415
2024 10 07 21:10:00,8.5545
2024 10 07 21:11:00,8.64225
2024 10 07 21:12:00,8.731875
2024 10 07 21:13:00,8.808
2024 10 07 21:14:00,8.88525
2024 10 07 21:15:00,8.947875
2024 10 07 21:16:00,9.027375
2024 10 07 21:17:00,9.11925
2024 10 07 21:18:00,9.208875
2024 10 07 21:19:00,9.288375
2024 10 07 21:20:00,9.38025
2024 10 07 21:21:00,9.467625
2024 10 07 21:22:00,9.520125
2024 10 07 21:23:00,9.558
2024 10 07 21:24:00,9.592125
2024 10 07 21:25:00,9.316875
2024 10 07 21:26:00,9.077625
2024 10 07 21:27:00,8.856
2024 10 07 21:28:00,8.653875
2024 10 07 21:29:00,8.473875
2024 10 07 21:30:00,8.584125
2024 10 07 21:31:00,8.664
2024 10 07 21:32:00,8.748375
2024 10 07 21:33:00,8.829
2024 10 07 21:34:00,8.90775
2024 10 07 21:35:00,8.983125
2024 10 07 21:36:00,9.04125
2024 10 07 21:37:00,9.07725
2024 10 07 21:38:00,9.0975
2024 10 07 21:39:00,8.98575
2024 10 07 21:40:00,9.027375
2024 10 07 21:41:00,9.0675
2024 10 07 21:42:00,9.12225
2024 10 07 21:43:00,9.198
2024 10 07 21:44:00,9.39
2024 10 07 21:45:00,9.45225
2024 10 07 21:46:00,9.361125
2024 10 07 21:47:00,9.41025
2024 10 07 21:48:00,9.438375
2024 10 07 21:49:00,9.085875
2024 10 07 21:50:00,8.81925
2024 10 07 21:51:00,8.7405
2024 10 07 21:52:00,8.52675
2024 10 07 21:53:00,8.3325
2024 10 07 21:54:00,8.54175
2024 10 07 21:55:00,8.646
2024 10 07 21:56:00,8.7555
2024 10 07 21:57:00,8.853375
2024 10 07 21:58:00,8.94675
2024 10 07 21:59:00,9.016875
2024 10 07 22:00:00,9.09675
2024 10 07 22:01:00,9.1575
2024 10 07 22:02:00,9.229125
2024 10 07 22:03:00,9.2955
2024 10 07 22:04:00,9.375375
2024 10 07 22:05:00,9.46425
2024 10 07 22:06:00,9.534
2024 10 07 22:07:00,9.584625
2024 10 07 22:08:00,9.6255
2024 10 07 22:09:00,9.64875
2024 10 07 22:10:00,9.64875
2024 10 07 22:11:00,9.64875
2024 10 07 22:12:00,9.64875
2024 10 07 22:13:00,9.64875
2024 10 07 22:14:00,9.258375
2024 10 07 22:15:00,8.996625
2024 10 07 22:16:00,8.7585
2024 10 07 22:17:00,8.5365
2024 10 07 22:18:00,8.33325
2024 10 07 22:19:00,8.53575
2024 10 07 22:20:00,8.6295
2024 10 07 22:21:00,8.7255
2024 10 07 22:22:00,8.81625
2024 10 07 22:23:00,8.90625
2024 10 07 22:24:00,8.9955
2024 10 07 22:25:00,9.084
2024 10 07 22:26:00,9.162375
2024 10 07 22:27:00,9.239625
2024 10 07 22:28:00,9.322875
2024 10 07 22:29:00,9.39
2024 10 07 22:30:00,9.4575
2024 10 07 22:31:00,9.50925
2024 10 07 22:32:00,9.55125
2024 10 07 22:33:00,9.56925
2024 10 07 22:34:00,9.2835
2024 10 07 22:35:00,9.04425
2024 10 07 22:36:00,8.830875
2024 10 07 22:37:00,8.6325
2024 10 07 22:38:00,8.455125
2024 10 07 22:39:00,8.605875
2024 10 07 22:40:00,8.706
2024 10 07 22:41:00,8.796375
2024 10 07 22:42:00,8.87175
2024 10 07 22:43:00,8.926125
2024 10 07 22:44:00,8.957625
2024 10 07 22:45:00,8.97375
2024 10 07 22:46:00,8.989875
2024 10 07 22:47:00,9.01575
2024 10 07 22:48:00,9.0555
2024 10 07 22:49:00,9.12
2024 10 07 22:50:00,9.196875
2024 10 07 22:51:00,9.271125
2024 10 07 22:52:00,9.35775
2024 10 07 22:53:00,9.442125
2024 10 07 22:54:00,9.52425
2024 10 07 22:55:00,9.594
2024 10 07 22:56:00,9.65025
2024 10 07 22:57:00,9.684375
2024 10 07 22:58:00,9.3855
2024 10 07 22:59:00,9.121875
2024 10 07 23:00:00,8.885625
2024 10 07 23:01:00,8.66025
2024 10 07 23:02:00,8.46825
2024 10 07 23:03:00,8.604
2024 10 07 23:04:00,8.710875
2024 10 07 23:05:00,8.796
2024 10 07 23:06:00,8.897625
2024 10 07 23:07:00,8.992875
2024 10 07 23:08:00,9.081375
2024 10 07 23:09:00,9.160125
2024 10 07 23:10:00,9.2475
2024 10 07 23:11:00,9.327375
2024 10 07 23:12:00,9.38775
2024 10 07 23:13:00,9.471
2024 10 07 23:14:00,9.538875
2024 10 07 23:15:00,9.5925
2024 10 07 23:16:00,9.62625
2024 10 07 23:17:00,9.6525
2024 10 07 23:18:00,9.65625
2024 10 07 23:19:00,9.65625
2024 10 07 23:20:00,9.65625
2024 10 07 23:21:00,9.65625
2024 10 07 23:22:00,9.400125
2024 10 07 23:23:00,9.166875
2024 10 07 23:24:00,8.95425
2024 10 07 23:25:00,8.774625
2024 10 07 23:26:00,8.61375
2024 10 07 23:27:00,8.72025
2024 10 07 23:28:00,8.8065
2024 10 07 23:29:00,8.90325
2024 10 07 23:30:00,8.971125
2024 10 07 23:31:00,9.0495
2024 10 07 23:32:00,9.119625
2024 10 07 23:33:00,9.20925
2024 10 07 23:34:00,9.277875
2024 10 07 23:35:00,9.358125
2024 10 07 23:36:00,9.4335
2024 10 07 23:37:00,9.525375
2024 10 07 23:38:00,9.615375
2024 10 07 23:39:00,9.69525
2024 10 07 23:40:00,9.759375
2024 10 07 23:41:00,9.406125
2024 10 07 23:42:00,9.148875
2024 10 07 23:43:00,8.8965
2024 10 07 23:44:00,8.661
2024 10 07 23:45:00,8.441625
2024 10 07 23:46:00,8.635875
2024 10 07 23:47:00,8.736
2024 10 07 23:48:00,8.811
2024 10 07 23:49:00,8.869125
2024 10 07 23:50:00,8.911125
2024 10 07 23:51:00,8.9325
2024 10 07 23:52:00,8.9325
2024 10 07 23:53:00,8.958375
2024 10 07 23:54:00,8.995875
2024 10 07 23:55:00,9.045375
2024 10 07 23:56:00,9.12
2024 10 07 23:57:00,9.204
2024 10 07 23:58:00,9.282375
2024 10 07 23:59:00,9.361125
2024 10 08 00:00:00,9.440625
2024 10 08 00:01:00,9.51075
2024 10 08 00:02:00,9.596625
2024 10 08 00:03:00,9.66225
2024 10 08 00:04:00,9.715875
2024 10 08 00:05:00,9.75675
2024 10 08 00:06:00,9.487125
2024 10 08 00:07:00,9.220125
2024 10 08 00:08:00,8.99025
2024 10 08 00:09:00,8.77725
2024 10 08 00:10:00,8.566875
2024 10 08 00:11:00,8.68425
2024 10 08 00:12:00,8.78025
2024 10 08 00:13:00,8.868
2024 10 08 00:14:00,8.955375
2024 10 08 00:15:00,9.060375
2024 10 08 00:16:00,9.139875
2024 10 08 00:17:00,9.223875
2024 10 08 00:18:00,9.301125
2024 10 08 00:19:00,9.3765
2024 10 08 00:20:00,9.451125
2024 10 08 00:21:00,9.532875
2024 10 08 00:22:00,9.60375
2024 10 08 00:23:00,9.6525
2024 10 08 00:24:00,9.686625
2024 10 08 00:25:00,9.70125
2024 10 08 00:26:00,9.724125
2024 10 08 00:27:00,9.747
2024 10 08 00:28:00,9.769875
2024 10 08 00:29:00,9.79275
2024 10 08 00:30:00,9.514125
2024 10 08 00:31:00,9.25725
2024 10 08 00:32:00,9.015375
2024 10 08 00:33:00,8.792625
2024 10 08 00:34:00,8.5935
2024 10 08 00:35:00,8.71575
2024 10 08 00:36:00,8.805375
2024 10 08 00:37:00,8.898375
2024 10 08 00:38:00,8.991
2024 10 08 00:39:00,9.080625
2024 10 08 00:40:00,9.171
2024 10 08 00:41:00,9.270375
2024 10 08 00:42:00,9.354
2024 10 08 00:43:00,9.436875
2024 10 08 00:44:00,9.515625
2024 10 08 00:45:00,9.585375
2024 10 08 00:46:00,9.637875
2024 10 08 00:47:00,9.68775
2024 10 08 00:48:00,9.719625
2024 10 08 00:49:00,9.735
2024 10 08 00:50:00,9.4695
2024 10 08 00:51:00,9.225375
2024 10 08 00:52:00,9.0045
2024 10 08 00:53:00,8.8035
2024 10 08 00:54:00,8.6265
2024 10 08 00:55:00,8.71875
2024 10 08 00:56:00,8.785875
2024 10 08 00:57:00,8.82975
2024 10 08 00:58:00,8.85375
2024 10 08 00:59:00,8.85375
2024 10 08 01:00:00,8.89125
2024 10 08 01:01:00,8.932875
2024 10 08 01:02:00,8.98275
2024 10 08 01:03:00,9.041625
2024 10 08 01:04:00,9.12225
2024 10 08 01:05:00,9.18675
2024 10 08 01:06:00,9.258375
2024 10 08 01:07:00,9.34275
2024 10 08 01:08:00,9.43125
2024 10 08 01:09:00,9.51825
2024 10 08 01:10:00,9.60525
2024 10 08 01:11:00,9.681
2024 10 08 01:12:00,9.73575
2024 10 08 01:13:00,9.777375
2024 10 08 01:14:00,9.46875
2024 10 08 01:15:00,9.208125
2024 10 08 01:16:00,8.982
2024 10 08 01:17:00,8.7585
2024 10 08 01:18:00,8.55525
2024 10 08 01:19:00,8.70675
2024 10 08 01:20:00,8.80725
2024 10 08 01:21:00,8.8845
2024 10 08 01:22:00,8.974125
2024 10 08 01:23:00,9.077625
2024 10 08 01:24:00,9.170625
2024 10 08 01:25:00,9.2505
2024 10 08 01:26:00,9.339
2024 10 08 01:27:00,9.432
2024 10 08 01:28:00,9.502125
2024 10 08 01:29:00,9.568125
2024 10 08 01:30:00,9.635625
2024 10 08 01:31:00,9.68325
2024 10 08 01:32:00,9.711375
2024 10 08 01:33:00,9.72825
2024 10 08 01:34:00,9.455625
2024 10 08 01:35:00,9.21675
2024 10 08 01:36:00,9.00975
2024 10 08 01:37:00,8.826
2024 10 08 01:38:00,8.645625
2024 10 08 01:39:00,8.7705
2024 10 08 01:40:00,8.8725
2024 10 08 01:41:00,8.96625
2024 10 08 01:42:00,9.049875
2024 10 08 01:43:00,9.137625
2024 10 08 01:44:00,9.229125
2024 10 08 01:45:00,9.314625
2024 10 08 01:46:00,9.38175
2024 10 08 01:47:00,9.454875
2024 10 08 01:48:00,9.5325
2024 10 08 01:49:00,9.607125
2024 10 08 01:50:00,9.67125
2024 10 08 01:51:00,9.730125
2024 10 08 01:52:00,9.769875
2024 10 08 01:53:00,9.797625
2024 10 08 01:54:00,9.52425
2024 10 08 01:55:00,9.281625
2024 10 08 01:56:00,9.06
2024 10 08 01:57:00,8.862
2024 10 08 01:58:00,8.68425
2024 10 08 01:59:00,8.791875
2024 10 08 02:00:00,8.8875
2024 10 08 02:01:00,8.96925
2024 10 08 02:02:00,9.05175
2024 10 08 02:03:00,9.127875
2024 10 08 02:04:00,9.2145
2024 10 08 02:05:00,9.29175
2024 10 08 02:06:00,9.374625
2024 10 08 02:07:00,9.454125
2024 10 08 02:08:00,9.540375
2024 10 08 02:09:00,9.62625
2024 10 08 02:10:00,9.712875
2024 10 08 02:11:00,9.78675
2024 10 08 02:12:00,9.839625
2024 10 08 02:13:00,9.45225
2024 10 08 02:14:00,9.18375
2024 10 08 02:15:00,8.919375
2024 10 08 02:16:00,8.68725
2024 10 08 02:17:00,8.468625
2024 10 08 02:18:00,8.688
2024 10 08 02:19:00,8.78625
2024 10 08 02:20:00,8.88825
2024 10 08 02:21:00,8.979375
2024 10 08 02:22:00,9.075375
2024 10 08 02:23:00,9.166125
2024 10 08 02:24:00,9.259125
2024 10 08 02:25:00,9.351375
2024 10 08 02:26:00,9.432
2024 10 08 02:27:00,9.49425
2024 10 08 02:28:00,9.543375
2024 10 08 02:29:00,9.5715
2024 10 08 02:30:00,9.58125
2024 10 08 02:31:00,9.642
2024 10 08 02:32:00,9.675
2024 10 08 02:33:00,9.723
2024 10 08 02:34:00,9.78375
2024 10 08 02:35:00,9.8445
2024 10 08 02:36:00,9.8445
2024 10 08 02:37:00,9.516375
2024 10 08 02:38:00,9.262875
2024 10 08 02:39:00,9.0315
2024 10 08 02:40:00,8.82225
2024 10 08 02:41:00,8.6205
2024 10 08 02:42:00,8.798625
2024 10 08 02:43:00,8.89575
2024 10 08 02:44:00,8.977875
2024 10 08 02:45:00,9.055125
2024 10 08 02:46:00,9.138
2024 10 08 02:47:00,9.217125
2024 10 08 02:48:00,9.295875
2024 10 08 02:49:00,9.37725
2024 10 08 02:50:00,9.44925
2024 10 08 02:51:00,9.525
2024 10 08 02:52:00,9.604125
2024 10 08 02:53:00,9.67875
2024 10 08 02:54:00,9.730875
2024 10 08 02:55:00,9.775125
2024 10 08 02:56:00,9.8025
2024 10 08 02:57:00,9.51075
2024 10 08 02:58:00,9.275625
2024 10 08 02:59:00,9.058875
2024 10 08 03:00:00,8.860125
2024 10 08 03:01:00,8.68875
2024 10 08 03:02:00,8.812875
2024 10 08 03:03:00,8.876625
2024 10 08 03:04:00,8.922
2024 10 08 03:05:00,8.949375
2024 10 08 03:06:00,9.149625
2024 10 08 03:07:00,9.183
2024 10 08 03:08:00,9.21375
2024 10 08 03:09:00,9.264
2024 10 08 03:10:00,9.329625
2024 10 08 03:11:00,9.222
2024 10 08 03:12:00,9.292125
2024 10 08 03:13:00,9.378
2024 10 08 03:14:00,9.457125
2024 10 08 03:15:00,9.543375
2024 10 08 03:16:00,9.617625
2024 10 08 03:17:00,9.687375
2024 10 08 03:18:00,9.75975
2024 10 08 03:19:00,9.819375
2024 10 08 03:20:00,9.8565
2024 10 08 03:21:00,9.4755
2024 10 08 03:22:00,9.221625
2024 10 08 03:23:00,8.975625
2024 10 08 03:24:00,8.74875
2024 10 08 03:25:00,8.541
2024 10 08 03:26:00,8.755875
2024 10 08 03:27:00,8.85375
2024 10 08 03:28:00,8.9475
2024 10 08 03:29:00,9.035625
2024 10 08 03:30:00,9.126375
2024 10 08 03:31:00,9.21375
2024 10 08 03:32:00,9.306375
2024 10 08 03:33:00,9.38925
2024 10 08 03:34:00,9.48
2024 10 08 03:35:00,9.559875
2024 10 08 03:36:00,9.623625
2024 10 08 03:37:00,9.665625
2024 10 08 03:38:00,9.697875
2024 10 08 03:39:00,9.70875
2024 10 08 03:40:00,9.708
2024 10 08 03:41:00,9.748875
2024 10 08 03:42:00,9.7965
2024 10 08 03:43:00,9.843
2024 10 08 03:44:00,9.890625
2024 10 08 03:45:00,9.939
2024 10 08 03:46:00,9.538125
2024 10 08 03:47:00,9.28125
2024 10 08 03:48:00,9.037875
2024 10 08 03:49:00,8.8125
2024 10 08 03:50:00,8.604375
2024 10 08 03:51:00,8.81775
2024 10 08 03:52:00,8.898
2024 10 08 03:53:00,8.992875
2024 10 08 03:54:00,9.084
2024 10 08 03:55:00,9.169875
2024 10 08 03:56:00,9.267375
2024 10 08 03:57:00,9.352875
2024 10 08 03:58:00,9.442875
2024 10 08 03:59:00,9.525
2024 10 08 04:00:00,9.618375
2024 10 08 04:01:00,9.688875
2024 10 08 04:02:00,9.763875
2024 10 08 04:03:00,9.807375
2024 10 08 04:04:00,9.843375
2024 10 08 04:05:00,9.856125
2024 10 08 04:06:00,9.556125
2024 10 08 04:07:00,9.311625
2024 10 08 04:08:00,9.086625
2024 10 08 04:09:00,8.883375
2024 10 08 04:10:00,8.70375
2024 10 08 04:11:00,8.854125
2024 10 08 04:12:00,8.94825
2024 10 08 04:13:00,9.033
2024 10 08 04:14:00,9.127875
2024 10 08 04:15:00,9.211125
2024 10 08 04:16:00,9.2865
2024 10 08 04:17:00,9.363
2024 10 08 04:18:00,9.448875
2024 10 08 04:19:00,9.52125
2024 10 08 04:20:00,9.591375
2024 10 08 04:21:00,9.6735
2024 10 08 04:22:00,9.7545
2024 10 08 04:23:00,9.816
2024 10 08 04:24:00,9.859125
2024 10 08 04:25:00,9.8925
2024 10 08 04:26:00,9.604125
2024 10 08 04:27:00,9.363
2024 10 08 04:28:00,9.140625
2024 10 08 04:29:00,8.941875
2024 10 08 04:30:00,8.75175
2024 10 08 04:31:00,8.8845
2024 10 08 04:32:00,8.976
2024 10 08 04:33:00,9.072
2024 10 08 04:34:00,9.16275
2024 10 08 04:35:00,9.2505
2024 10 08 04:36:00,9.33375
2024 10 08 04:37:00,9.41475
2024 10 08 04:38:00,9.4905
2024 10 08 04:39:00,9.558
2024 10 08 04:40:00,9.63375
2024 10 08 04:41:00,9.70575
2024 10 08 04:42:00,9.78525
2024 10 08 04:43:00,9.84675
2024 10 08 04:44:00,9.898125
2024 10 08 04:45:00,9.935625
2024 10 08 04:46:00,9.673125
2024 10 08 04:47:00,9.415875
2024 10 08 04:48:00,9.189
2024 10 08 04:49:00,8.9745
2024 10 08 04:50:00,8.78475
2024 10 08 04:51:00,8.88675
2024 10 08 04:52:00,8.989875
2024 10 08 04:53:00,9.08175
2024 10 08 04:54:00,9.169125
2024 10 08 04:55:00,9.257625
2024 10 08 04:56:00,9.34425
2024 10 08 04:57:00,9.439125
2024 10 08 04:58:00,9.513375
2024 10 08 04:59:00,9.613875
2024 10 08 05:00:00,9.69375
2024 10 08 05:01:00,9.781875
2024 10 08 05:02:00,9.84075
2024 10 08 05:03:00,9.901125
2024 10 08 05:04:00,9.927375
2024 10 08 05:05:00,9.558
2024 10 08 05:06:00,9.291
2024 10 08 05:07:00,9.0405
2024 10 08 05:08:00,8.81775
2024 10 08 05:09:00,8.613
2024 10 08 05:10:00,8.82525
2024 10 08 05:11:00,8.937
2024 10 08 05:12:00,9.02625
2024 10 08 05:13:00,9.08775
2024 10 08 05:14:00,9.13125
2024 10 08 05:15:00,9.148125
2024 10 08 05:16:00,9.148125
2024 10 08 05:17:00,9.201375
2024 10 08 05:18:00,9.250875
2024 10 08 05:19:00,9.321
2024 10 08 05:20:00,9.403125
2024 10 08 05:21:00,9.492
2024 10 08 05:22:00,9.54525
2024 10 08 05:23:00,9.609
2024 10 08 05:24:00,9.684375
2024 10 08 05:25:00,9.75675
2024 10 08 05:26:00,9.8475
2024 10 08 05:27:00,9.920625
2024 10 08 05:28:00,9.987
2024 10 08 05:29:00,10.021125
2024 10 08 05:30:00,9.756375
2024 10 08 05:31:00,9.48675
2024 10 08 05:32:00,9.246375
2024 10 08 05:33:00,9.01725
2024 10 08 05:34:00,8.80575
2024 10 08 05:35:00,8.90775
2024 10 08 05:36:00,9.012375
2024 10 08 05:37:00,9.10275
2024 10 08 05:38:00,9.1935
2024 10 08 05:39:00,9.287625
2024 10 08 05:40:00,9.379125
2024 10 08 05:41:00,9.45825
